Rank,Name,Tags,Rating
875,"Clannad: Another World, Kyou Chapter","when ryou confess her feel to tomoya he is initi reluct to accept them, though upon further thought he decid to date her in order get to know her more. as the pair spend more time togeth ryou is on cloud nine, but when rumor start to circul about tomoya and kyou, the young girl’ bliss is short-lived. with kyou repress her feel for the delinqu teen and sacrif her own happi in favor of her twin sister’s, tomoya find himself at the center of a complic love triangle; but which girl ha won hi heart? junmaeda drama romanc base on a visual novel 2009 movi highrank",4.0
876,Tsukigakirei,"it’ the third year of middl school. kotaro, a bookish boy aspir to becom a novelist, and akane, a track girl who love to run, meet in the same class togeth for the first time. they’r put in charg of the equip for the sport festival, and slowli grow closer via line. how doe kotaro deal with hi grow feel for her? meanwhile, takumi ha been in love with akan sinc first year, and akane’ friend, chinatsu, becom interest in kotaro. a refresh stori of young love set in kawagoe. loundraw romanc come of age iyashikei love triangl school life origin work 2017 miniseri highrank",4.0
877,Radiant 2nd Season,"seth, mélie, and doc encount new alli in caislean merlin—th stronghold of the knights-sorcerers, a group that is also after the monster call némésis. but caislean merlin is plagu by the spectrum némésis, mysteri be that are rumor to be harbing of catastrophe. will seth be abl to discov the secret behind thi new form of némésis? hi adventur acceler with the addit of ocoho, a girl who hope to becom a knight-sorcerer, a farewel with mélie and doc, and a clash with the malici merchant-barons! and all thi with the inquisit still at hi heels! seijikishi action adventur fantasi base on a manga 2019 courseri highrank",4.0
878,My Senpai is Annoying,"my name is futaba igarashi, and my senpai, takeda-san, is annoying. he big, loud, alway in the way, and treat me like a child becaus he so tall and im so short. but he also kind, caring, and will to go abov and beyond for me. for example, he stop some pervert from film up my skirt when we took the train together, gave me a drink when i wa pull a long shift, and even came over to my place when i wa coop up with a cold. what gives?! if he keep act like this, peopl are go to think were date or something...! shiromanta comedi romanc seinen adult coupl cowork iyashikei matur romanc romant comedi salaryman work life base on a manga 2021 miniseri highrank",4.0
879,Dragon Ball,"a mysteri monkey-tail boy name goku team up with a teenag computer-wiz girl name bulma to search for the mystic dragon balls. accord to legend, whoever collect all 7 dragon ball will have ani one wish granted. join goku in thi hilari anim masterpiece, as he race and battl to save the world from the forc of darkness. who will find the ball first? akiratoriyama action adventur comedi shounen journey to the west martial art overpow main charact base on a manga nuditi 1986 longseri highrank",4.0
880,My Hero Academia: Make It! Do-or-Die Survival Training,"in thi brand-new adventure, some class 1-a student are sent to hone their surviv skill at a train course. have yet to receiv their provision licenses, they’r eager to cut loos and have a littl fun. they quickli discov that the danger they face is no simulation! it’ go to take their combin training, teamwork, and quick think if they’r go to pass thi assignment! kouheihorikoshi action sci fi shounen superhero superpow base on a manga 2020 ova highrank",4.0
881,Slayers Try,"join flat-chest mighti sorceress lina invers and her companion onc again, as they explor the rest of a newly-access world that wa previous hidden behind a magic barrier. xello and hi mysteri ulterior motiv are back in the fray along with their new friend, filia, a golden dragon from the new world who bring word of an evil prophecy. can lina and her parti fight against thi propheci that promis the destruct of their world? takashiwatanab action adventur fantasi mediev base on a light novel 1997 longseri highrank",4.0
882,Shouwa Genroku Rakugo Shinjuu OVA,"when a small-tim crook is releas from prison, he is determin to turn hi life around by apprent himself to the great\xa0rakugo\xa0mast yakumo viii, inspired\xa0bi hi perform of shinigami dure hi incarceration. surprisingly, the old man agre to train him and bring hi new apprentic to hi own hous to live, give him the name yotaro, a classic word use in\xa0rakugo\xa0mean fool. yakumo ha much to teach about the art of rakugo, but both he and hi ward konatsu- a hot-head young woman whose father wa also a famou storyteller- are difficult peopl with a share dark past. yakumo refus to train her, claim that the world of\xa0rakugo\xa0i no place for women, and konatsu ha vow to kill him, claim that yakumo murder her father! harukokumota drama josei apprenticeship histor lifestyl chang rakugo base on a manga 2015 ova highrank",4.0
883,Code Geass: Lelouch of the Rebellion II - Transgression,no synopsi yet - check back soon! clamp mecha sci fi real robot secret ident terror origin work violenc 2018 movi highrank,4.0
884,Hitorijime My Hero,"high schooler masahiro setagawa is a fairli helpless delinquent, so much so that the neighborhood bulli use him to run their errands. hi life chang when he meet high school teacher kosuk oshiba, a man whose fight abil have earn him a power reput on the streets. oshiba find himself with a desir to protect setagawa, and despit swear that he not interest in men, setagawa find himself get more involv in oshiba affairs… memekoarii bl comedi drama romanc shounen-ai lgbt theme school life student-teach relationship base on a manga 2017 miniseri highrank",4.0
885,Bleach,"fifteen-year-old ichigo kurosaki is a typic teen with fight skills, two care sister and a special trait: he can see ghosts. however, when ichigo and hi famili find themselv under attack by a huge beast, ichigo discov that there’ more to the supernatur world than the everyday specter. veng spirit known as hollow roam the world in search of devour souls, and shinigami – soul reaper – work tirelessli to defeat them and\xa0guid normal ghost into a place call soul society. ichigo valiantli fight the hollow that threaten hi sisters, but on the verg of defeat a shinigami name rukia give him her powers, turn him into a shinigami himself. ichigo must now adjust to hi new life of both vanquish and save soul for the sake of soul society. titekubo action shounen afterlif shinigami supernatur superpow swordplay base on a manga violenc 2004 longseri highrank",4.0
886,Hikaru no Go: Journey to the North Star Cup,"hikaru shindou had just settl into the life of be a profession go player when he receiv news of the north star cup – a special team competit between the young pro of japan, china, and korea. with hi rival akira touya have alreadi been guarante one of the three japanes spots, hikaru must battl hi way through a qualifi tournament to becom one of the other two representatives. but fellow young gun waya and ochi, along with a mysteri youth from the kansai region, arent back down without a fight. with both familiar face and new rival stand in hi way, thi may be hikaru toughest test yet! yumihotta shounen board game ghost supernatur tournament base on a manga 2004 movi highrank",4.0
